Data,Produto,Categoria,Região,Vendedor,Vendas,Quantidade,Custo
2024-05-08,Headset,Informática,Leste,Carla Dias,2747,10,7595.9005654272005
2023-01-04,Headset,Informática,Oeste,Diego Lima,7979,5,6792.204913380626
2024-10-27,Webcam,Armazenamento,Leste,Bruno Costa,8336,17,2717.670744078082
2024-03-17,Webcam,Periféricos,Sul,Carla Dias,4133,22,3247.700026704787
2023-01-29,Teclado,Informática,Norte,Eva Santos,7113,13,3432.747678018415
2024-09-01,Memória RAM,Periféricos,Leste,Diego Lima,6834,23,5039.341267162156
2025-03-15,SSD,Periféricos,Oeste,Carla Dias,10533,17,2351.4221751732352
2023-03-16,Headphone,Armazenamento,Norte,Carla Dias,10977,9,7756.453179474268
2025-04-17,Headset,Informática,Leste,Carla Dias,806,24,4900.779027179728
2023-05-08,Webcam,Periféricos,Oeste,Ana Silva,7893,12,3243.2611372297774
2023-02-11,SSD,Informática,Leste,Diego Lima,11682,14,5188.477738693213
2023-02-10,Headphone,Informática,Norte,Carla Dias,6989,14,3211.6076833952848
2025-07-22,Webcam,Armazenamento,Norte,Diego Lima,10138,8,6556.941793356998
2023-02-03,Webcam,Informática,Norte,Carla Dias,6462,23,4577.300407569633
2025-11-06,Headset,Informática,Sul,Eva Santos,8088,5,412.40638697605067
2025-09-24,Headset,Periféricos,Leste,Eva Santos,10104,19,1479.9143899938092
2024-08-10,Webcam,Armazenamento,Sul,Eva Santos,6326,28,6930.752266393914
2023-12-08,Mouse,Informática,Norte,Bruno Costa,3435,14,4538.166624745776
2023-01-27,Webcam,Periféricos,Oeste,Carla Dias,9927,9,7606.720333990128
2024-10-07,SSD,Armazenamento,Leste,Bruno Costa,5709,7,653.5847178566236
2024-12-31,Webcam,Armazenamento,Sul,Diego Lima,3713,27,2418.4641902809135
2023-06-17,Teclado,Periféricos,Leste,Bruno Costa,10782,26,1612.863516057415
2024-09-01,Memória RAM,Periféricos,Oeste,Diego Lima,4734,26,4466.415114451591
2023-09-25,Teclado,Periféricos,Sul,Diego Lima,4967,8,3111.719222152882
2025-03-31,Teclado,Periféricos,Norte,Diego Lima,5191,14,1325.6063898850343
2024-03-30,Mouse,Periféricos,Sul,Bruno Costa,11442,22,5170.595158559611
2025-06-24,Mouse,Informática,Leste,Carla Dias,6332,28,4327.483057113717
2025-07-10,Webcam,Informática,Leste,Bruno Costa,8176,14,2255.911110266704
2025-09-07,Teclado,Armazenamento,Leste,Carla Dias,3394,11,3879.789153636432
2024-12-02,Mouse,Informática,Leste,Carla Dias,1190,14,5986.24745512622
2024-09-25,Headset,Informática,Norte,Diego Lima,11469,21,1705.7516624412156
2023-05-10,Webcam,Informática,Sul,Bruno Costa,2423,8,2399.8135138776943
2025-10-16,SSD,Periféricos,Norte,Carla Dias,3779,3,2821.199017785392
2025-03-29,Memória RAM,Armazenamento,Norte,Eva Santos,2264,28,5994.07338263217
2024-11-23,Headphone,Armazenamento,Norte,Carla Dias,7514,29,6787.626988443183
2025-03-04,Webcam,Armazenamento,Leste,Eva Santos,1827,29,3060.996891817558
2023-01-29,Headphone,Armazenamento,Leste,Bruno Costa,3244,23,2429.2372257246325
2023-05-29,Teclado,Informática,Leste,Bruno Costa,9340,18,7124.418326145284
2023-01-11,Memória RAM,Informática,Sul,Bruno Costa,6023,3,7994.970262966016
2024-11-06,Headphone,Periféricos,Oeste,Carla Dias,2434,13,5389.200826121449
2023-07-06,Teclado,Armazenamento,Leste,Ana Silva,5202,12,7920.646470714311
2025-03-17,Headset,Informática,Sul,Carla Dias,7212,15,5306.932920191127
2025-01-13,Headphone,Informática,Leste,Carla Dias,1739,18,5889.005354301973
2023-04-08,Memória RAM,Periféricos,Leste,Diego Lima,9503,5,3158.155532224628
2023-02-24,Webcam,Periféricos,Norte,Diego Lima,2670,7,3509.102972232504
2024-09-14,Teclado,Periféricos,Norte,Carla Dias,4798,11,1221.5544587960096
2024-10-25,Webcam,Informática,Norte,Eva Santos,5879,26,6596.180116939776
2025-01-27,Memória RAM,Informática,Sul,Diego Lima,844,27,7453.987524626625
2024-02-10,Mouse,Periféricos,Oeste,Carla Dias,7957,11,5017.630018857368
2023-03-10,Teclado,Armazenamento,Oeste,Ana Silva,3833,27,2801.686682887556
2025-01-20,Headphone,Periféricos,Sul,Eva Santos,6854,15,1299.8092969649808
2025-08-15,Teclado,Periféricos,Leste,Bruno Costa,7518,10,2180.0373392660945
2023-12-31,Webcam,Periféricos,Sul,Carla Dias,2121,15,2102.8505331465985
2024-04-26,Headset,Periféricos,Leste,Carla Dias,9845,13,4939.140842575499
2023-07-20,Teclado,Informática,Sul,Eva Santos,8205,14,7564.696725679747
2023-06-03,Headphone,Armazenamento,Sul,Diego Lima,11591,17,462.31334470721316
2023-03-14,Mouse,Periféricos,Sul,Diego Lima,4368,13,88.09661278802812
2024-12-13,SSD,Armazenamento,Oeste,Diego Lima,11584,10,4833.440998969459
2023-10-23,Headset,Armazenamento,Norte,Bruno Costa,2018,25,2329.758859671345
2025-11-06,Mouse,Armazenamento,Sul,Eva Santos,1821,1,7053.942871324539
2023-03-02,Teclado,Periféricos,Oeste,Eva Santos,9424,1,2671.8224386140705
2025-07-27,Webcam,Informática,Norte,Diego Lima,1878,15,2374.721796188803
2023-02-11,Memória RAM,Periféricos,Norte,Diego Lima,7782,16,2214.5241200489145
2023-01-25,Webcam,Armazenamento,Sul,Ana Silva,6553,12,1227.2343919644934
2025-11-28,Headphone,Armazenamento,Leste,Ana Silva,6242,26,4685.721356274716
2023-05-11,Webcam,Informática,Leste,Carla Dias,2292,24,1412.2517304869432
2023-04-18,Headset,Periféricos,Leste,Carla Dias,9490,6,3443.0787855391036
2023-06-21,Webcam,Armazenamento,Sul,Eva Santos,6334,6,3730.898653864739
2023-04-12,Headphone,Informática,Leste,Eva Santos,6160,12,242.2970112735577
2025-05-15,SSD,Armazenamento,Oeste,Bruno Costa,403,25,213.11365618344857
2024-06-07,Teclado,Informática,Oeste,Bruno Costa,4252,15,4200.084494954088
2023-10-02,Memória RAM,Informática,Oeste,Ana Silva,3692,4,5592.595079254727
2025-12-03,Teclado,Periféricos,Oeste,Carla Dias,2925,24,7541.768459660805
2025-03-27,Webcam,Armazenamento,Norte,Ana Silva,7828,4,1498.6247305230845
2025-08-14,Mouse,Periféricos,Oeste,Ana Silva,6362,2,897.8097707337739
2025-11-06,Teclado,Armazenamento,Leste,Carla Dias,4787,27,492.53622286303533
2023-11-26,SSD,Periféricos,Sul,Bruno Costa,11675,24,3533.449336670566
2023-01-12,Webcam,Armazenamento,Leste,Carla Dias,6184,12,5015.327149300779
2023-08-04,Memória RAM,Periféricos,Oeste,Diego Lima,11621,7,6737.182585470013
2023-12-05,Headphone,Informática,Norte,Diego Lima,11223,20,5486.5474677616
2024-10-22,SSD,Armazenamento,Oeste,Diego Lima,8607,9,1730.2174494728702
2024-01-09,Webcam,Armazenamento,Sul,Eva Santos,10682,9,3737.22130185853
2025-09-02,SSD,Informática,Leste,Bruno Costa,6626,8,7289.94306276455
2024-12-10,Teclado,Periféricos,Sul,Bruno Costa,3298,14,2667.78921482078
2024-04-10,Memória RAM,Armazenamento,Sul,Eva Santos,3509,1,4029.9444915280974
2024-05-03,Headphone,Armazenamento,Sul,Ana Silva,1154,23,7671.837450378078
2023-02-16,Webcam,Periféricos,Leste,Diego Lima,10436,21,5898.887404143686
2025-02-16,Headset,Informática,Oeste,Diego Lima,4867,23,6002.103854282201
2025-11-05,Headphone,Periféricos,Sul,Ana Silva,3421,12,2078.4853149527626
2024-12-11,Headset,Periféricos,Leste,Carla Dias,359,25,3364.409096976615
2024-02-05,SSD,Periféricos,Norte,Carla Dias,9229,2,732.1499317260359
2025-09-07,Mouse,Armazenamento,Leste,Bruno Costa,5689,13,4883.684867040227
2023-09-07,Headphone,Informática,Norte,Eva Santos,303,27,901.5429031765539
2024-01-26,SSD,Informática,Leste,Bruno Costa,3743,4,6700.4038910711615
2023-12-01,Headset,Periféricos,Oeste,Carla Dias,8756,20,6531.265993198374
2024-09-20,Teclado,Armazenamento,Sul,Ana Silva,11766,18,4306.152400888692
2023-05-17,Teclado,Periféricos,Oeste,Bruno Costa,1434,19,1198.0349829204752
2025-06-01,Mouse,Armazenamento,Leste,Diego Lima,3298,16,282.5855469057318
2024-11-18,Headphone,Armazenamento,Sul,Diego Lima,918,27,6389.932646937174
2025-04-06,Headphone,Armazenamento,Norte,Ana Silva,9324,14,4833.112627050341
2024-12-27,Headphone,Armazenamento,Leste,Carla Dias,5757,29,5710.5627230432365
2024-08-16,SSD,Informática,Sul,Diego Lima,3352,8,2486.152435832031
2025-09-16,Memória RAM,Armazenamento,Norte,Diego Lima,11868,12,4115.1032837238035
2024-01-07,Memória RAM,Armazenamento,Norte,Eva Santos,2937,9,5997.619430674031
2025-07-23,Mouse,Periféricos,Oeste,Bruno Costa,2360,6,3743.5014018452925
2025-09-21,Headphone,Periféricos,Leste,Carla Dias,9380,26,4842.963044328349
2024-02-06,SSD,Informática,Norte,Bruno Costa,7549,18,6334.647833519061
2024-09-06,Teclado,Periféricos,Sul,Carla Dias,6488,2,1784.5475105097205
2025-09-21,Headset,Armazenamento,Norte,Diego Lima,8883,23,602.15680371126
2024-09-11,SSD,Periféricos,Norte,Eva Santos,508,8,4292.042205621577
2023-07-07,Memória RAM,Informática,Oeste,Bruno Costa,999,24,572.0361041031582
2023-05-11,Memória RAM,Periféricos,Oeste,Diego Lima,7648,14,6151.133771384686
2025-03-15,Teclado,Periféricos,Sul,Carla Dias,4672,6,5776.154665259606
2025-07-24,Teclado,Informática,Oeste,Bruno Costa,2694,10,7063.164358005152
2025-09-12,Headset,Informática,Norte,Bruno Costa,1981,8,5145.331816428968
2023-07-02,Teclado,Armazenamento,Norte,Diego Lima,1622,17,612.2047603588002
2025-09-09,Mouse,Periféricos,Oeste,Bruno Costa,9778,25,2084.9648338777697
2023-12-30,Headset,Armazenamento,Norte,Eva Santos,479,29,6478.820208936737
2023-02-08,Teclado,Periféricos,Norte,Eva Santos,6001,12,1403.688745123615
2024-05-11,Webcam,Periféricos,Sul,Diego Lima,7182,17,5611.965305093908
2025-09-08,SSD,Armazenamento,Oeste,Carla Dias,5416,13,6259.6539008901855
2025-07-09,Teclado,Periféricos,Norte,Diego Lima,4504,19,2694.4854390135097
2024-12-22,Mouse,Periféricos,Oeste,Eva Santos,6585,12,2632.5959893510353
2023-01-16,Headphone,Periféricos,Sul,Ana Silva,8128,16,4497.797235176444
2024-05-07,Teclado,Informática,Oeste,Ana Silva,4388,25,6901.387755417729
2025-06-12,Memória RAM,Armazenamento,Norte,Bruno Costa,6262,27,1853.3371191547658
2023-11-07,Memória RAM,Informática,Oeste,Bruno Costa,4872,5,7534.764912655829
2025-01-08,Memória RAM,Armazenamento,Norte,Ana Silva,1538,25,4825.019983775257
2024-06-29,Headphone,Armazenamento,Norte,Eva Santos,4335,16,7937.641653110028
2024-02-18,Memória RAM,Periféricos,Norte,Bruno Costa,9061,25,789.7406940429553
2023-09-08,Webcam,Armazenamento,Sul,Diego Lima,3385,6,1082.372121133532
2025-01-28,Teclado,Informática,Oeste,Diego Lima,4726,11,6627.003085410784
2025-11-28,Memória RAM,Informática,Sul,Eva Santos,10473,17,6928.866693182486
2025-03-24,Headset,Informática,Oeste,Bruno Costa,1250,26,3608.032811897797
2023-01-29,Headphone,Armazenamento,Sul,Diego Lima,9014,23,5735.443715047293
2025-08-15,Webcam,Informática,Leste,Bruno Costa,8858,14,6951.053716568665
2024-04-21,Headset,Armazenamento,Norte,Bruno Costa,2682,6,421.57208269312315
2023-11-14,Headset,Informática,Norte,Diego Lima,7920,25,4625.687350106608
2023-09-02,Headset,Informática,Sul,Ana Silva,3820,23,6839.566878889797
2025-01-17,Headset,Armazenamento,Leste,Diego Lima,931,28,3233.3871611114178
2024-11-27,Teclado,Informática,Norte,Eva Santos,3673,11,2474.8781604104206
2023-09-29,Memória RAM,Periféricos,Oeste,Carla Dias,11900,12,6381.996945951113
2024-01-12,SSD,Armazenamento,Sul,Diego Lima,6281,13,2739.4297413424624
2023-09-23,Teclado,Armazenamento,Norte,Bruno Costa,10728,4,105.14044162126542
2025-07-14,Teclado,Armazenamento,Norte,Bruno Costa,4932,7,7679.814894022201
2025-07-09,Webcam,Periféricos,Sul,Diego Lima,9931,2,4769.616031900066
2023-12-06,Webcam,Armazenamento,Sul,Carla Dias,5145,6,6570.5819161837635
2024-01-24,Memória RAM,Informática,Oeste,Diego Lima,1651,6,6616.388373754299
2024-07-30,SSD,Informática,Oeste,Carla Dias,3230,18,605.9705293520439
2023-01-03,Webcam,Informática,Norte,Carla Dias,9418,20,1433.212779140801
2024-01-11,Memória RAM,Armazenamento,Norte,Eva Santos,9442,8,2544.075791616407
2023-11-20,Memória RAM,Informática,Sul,Bruno Costa,652,8,2619.938337527277
2023-05-26,Mouse,Armazenamento,Norte,Bruno Costa,9681,29,5297.58605203283
2023-10-20,SSD,Informática,Norte,Carla Dias,4035,8,5015.212732361263
2024-03-07,Webcam,Periféricos,Sul,Bruno Costa,8159,8,3997.1510418377247
2024-12-05,SSD,Periféricos,Norte,Ana Silva,773,1,1753.208759885442
2025-08-06,Teclado,Periféricos,Norte,Carla Dias,10228,2,3105.309079947203
2024-08-07,Teclado,Periféricos,Leste,Bruno Costa,11692,12,4385.264230244143
2024-02-03,SSD,Armazenamento,Oeste,Ana Silva,1200,15,3786.44409954322
2025-03-27,Mouse,Informática,Sul,Eva Santos,7535,4,1088.1568621130207
2025-08-21,Mouse,Periféricos,Leste,Bruno Costa,6231,28,5224.1231085352365
2023-07-06,SSD,Armazenamento,Oeste,Ana Silva,5634,25,658.5700723404316
2023-03-02,Webcam,Periféricos,Oeste,Diego Lima,3922,3,3075.3018900021557
2025-07-27,Headphone,Periféricos,Oeste,Diego Lima,4066,14,5703.432433587815
2024-12-10,Mouse,Armazenamento,Leste,Ana Silva,4168,22,238.58639339607555
2025-03-17,Headset,Armazenamento,Leste,Carla Dias,1479,23,4594.263926838904
2023-01-11,Teclado,Informática,Oeste,Carla Dias,4264,8,2729.4061152149147
2025-12-21,SSD,Informática,Norte,Bruno Costa,3517,13,149.94819990805695
2023-08-14,Headset,Periféricos,Norte,Diego Lima,8245,23,1587.835506802897
2024-07-17,SSD,Periféricos,Leste,Carla Dias,5291,19,7532.293850703583
2025-02-10,Memória RAM,Informática,Leste,Carla Dias,4101,22,4207.499331600316
2025-06-03,Teclado,Informática,Leste,Diego Lima,5234,5,7978.039460662723
2023-08-14,Teclado,Armazenamento,Oeste,Eva Santos,10839,13,4236.54866288875
2025-04-04,Mouse,Informática,Norte,Carla Dias,1723,28,4387.976385338924
2023-08-06,Mouse,Informática,Leste,Ana Silva,2784,26,3183.396662428191
2025-07-25,Headset,Periféricos,Leste,Bruno Costa,2918,20,2535.5201163528013
2025-01-22,Memória RAM,Informática,Sul,Carla Dias,5452,1,2072.240780812923
2024-05-20,SSD,Periféricos,Oeste,Carla Dias,6400,16,2799.891279754937
2023-09-16,Memória RAM,Informática,Sul,Eva Santos,1361,29,3722.0205607314224
2023-02-23,Teclado,Armazenamento,Norte,Ana Silva,9117,23,1600.5762458278573
2025-12-06,Headset,Informática,Sul,Bruno Costa,6105,24,1861.0107271011113
2024-12-27,Headphone,Informática,Sul,Carla Dias,1310,2,2230.634567854038
2024-11-19,Headset,Informática,Sul,Bruno Costa,6127,7,3638.138344092246
2025-11-09,Webcam,Periféricos,Oeste,Diego Lima,7191,6,5250.281865168805
2024-02-23,Headset,Armazenamento,Norte,Carla Dias,2533,5,6860.6775102673955
2024-11-20,Memória RAM,Informática,Sul,Carla Dias,10996,29,2354.084150522175
2025-04-29,Webcam,Periféricos,Oeste,Diego Lima,6026,4,1535.1284555041839
2023-03-03,Webcam,Armazenamento,Norte,Eva Santos,3690,2,3080.4719216163953
2023-08-04,Webcam,Periféricos,Leste,Carla Dias,4785,10,7163.5139648650975
2023-01-03,Headphone,Periféricos,Sul,Bruno Costa,1245,22,158.09696843014459
2023-06-09,Headset,Armazenamento,Norte,Ana Silva,6051,5,5448.719439177344
2025-02-19,Memória RAM,Informática,Sul,Bruno Costa,8365,18,3859.1075675797256
2025-06-11,Headset,Periféricos,Leste,Eva Santos,11898,10,1355.486022488586
2023-11-25,Headphone,Periféricos,Norte,Ana Silva,1229,23,2622.490488093776
2024-08-02,Teclado,Informática,Oeste,Bruno Costa,8520,22,1861.6043475061083
2025-08-09,Mouse,Informática,Norte,Bruno Costa,2997,28,7032.430769689769
2024-09-26,Memória RAM,Armazenamento,Oeste,Diego Lima,2110,15,3896.437200844323
2025-09-14,Memória RAM,Armazenamento,Norte,Eva Santos,1623,27,4539.706680750142
2025-07-09,Headset,Armazenamento,Oeste,Diego Lima,5038,9,4782.005945149203
2025-01-07,Mouse,Informática,Leste,Ana Silva,5129,11,5145.76762685066
2023-06-19,SSD,Periféricos,Leste,Diego Lima,1362,26,4004.801067777365
2024-06-04,SSD,Periféricos,Leste,Eva Santos,5847,21,221.5583642236213
2023-02-09,Headphone,Armazenamento,Norte,Carla Dias,9151,25,2731.0036803640432
2025-08-12,SSD,Informática,Leste,Carla Dias,569,25,1536.2760665102503
2025-09-10,Memória RAM,Periféricos,Sul,Ana Silva,3809,29,5466.731315860481
2025-09-01,SSD,Armazenamento,Leste,Carla Dias,5433,17,529.1008388507695
2023-02-07,Teclado,Periféricos,Oeste,Diego Lima,9620,21,4545.322857604222
2023-11-24,Teclado,Periféricos,Oeste,Ana Silva,10865,9,1748.2032404124634
2025-07-02,Teclado,Informática,Oeste,Eva Santos,9782,23,7594.859040659125
2024-03-29,SSD,Informática,Norte,Ana Silva,1490,16,2737.484262117361
2023-02-06,Headphone,Periféricos,Sul,Ana Silva,10563,6,2655.7518356871033
2025-08-30,Webcam,Armazenamento,Leste,Bruno Costa,10734,22,7393.206570486532
2025-03-06,Webcam,Informática,Sul,Bruno Costa,5287,11,3385.3955288087996
2025-08-30,Mouse,Periféricos,Sul,Ana Silva,5339,23,7705.869686751078
2024-08-15,Webcam,Informática,Oeste,Carla Dias,1511,17,271.4291888973477
2025-11-29,Webcam,Informática,Oeste,Bruno Costa,741,4,2506.249035600999
2023-08-12,Teclado,Informática,Oeste,Eva Santos,676,29,5356.248245310135
2023-11-14,Teclado,Periféricos,Norte,Diego Lima,8005,15,7135.587159058897
2023-12-15,SSD,Armazenamento,Sul,Bruno Costa,10845,1,2110.732296625609
2023-04-25,Mouse,Armazenamento,Sul,Ana Silva,1442,22,7449.382528352252
2024-11-28,Headset,Armazenamento,Norte,Carla Dias,1804,29,4785.44201467357
2025-11-29,Memória RAM,Informática,Norte,Diego Lima,337,20,6423.985286127495
2023-02-09,Mouse,Periféricos,Norte,Bruno Costa,2908,1,3225.881850110626
2023-08-04,Mouse,Informática,Sul,Carla Dias,8870,9,1760.4686299296368
2023-12-02,Headphone,Armazenamento,Sul,Carla Dias,8775,12,7296.98449034573
2023-04-02,SSD,Armazenamento,Oeste,Carla Dias,6581,4,7470.436077777252
2023-12-19,Headphone,Periféricos,Oeste,Ana Silva,6187,28,4020.795141700753
2024-07-24,Mouse,Informática,Sul,Eva Santos,11854,22,131.4405267141115
2025-03-26,Mouse,Armazenamento,Oeste,Carla Dias,10146,13,949.4809930696034
2025-02-19,Mouse,Periféricos,Norte,Diego Lima,8644,7,4618.3814450352365
2023-12-29,Webcam,Informática,Leste,Bruno Costa,4332,8,268.31148223093885
2024-07-10,Memória RAM,Informática,Oeste,Diego Lima,7123,28,3223.5424379746264
2023-12-22,Memória RAM,Armazenamento,Sul,Ana Silva,587,13,2482.6899689303395
2023-07-10,Headphone,Armazenamento,Oeste,Ana Silva,10930,11,5737.638341185461
2024-02-26,Mouse,Informática,Oeste,Diego Lima,982,9,520.1830897476475
2024-11-30,Memória RAM,Informática,Oeste,Eva Santos,9138,25,3950.7516503001166
2023-01-07,Teclado,Armazenamento,Leste,Ana Silva,8901,24,4666.5850174147945
2023-05-13,Memória RAM,Informática,Norte,Ana Silva,11930,16,4968.945322336732
2024-07-10,SSD,Armazenamento,Sul,Diego Lima,9103,10,3288.8487623741717
2025-04-05,SSD,Informática,Leste,Ana Silva,5944,11,2490.5928447620436
2025-01-30,Memória RAM,Armazenamento,Sul,Eva Santos,3724,12,5485.344827198218
2025-11-20,Teclado,Periféricos,Sul,Eva Santos,3935,28,6792.746860971761
2024-06-18,SSD,Armazenamento,Sul,Eva Santos,10856,14,5573.4516912404
2024-03-01,Webcam,Armazenamento,Leste,Bruno Costa,5370,19,7462.250734421195
2024-11-02,Memória RAM,Periféricos,Norte,Eva Santos,7900,12,5760.727120834783
2023-12-29,Webcam,Informática,Sul,Eva Santos,6968,18,6135.780373387857
2023-03-23,Memória RAM,Periféricos,Norte,Bruno Costa,834,21,1409.7933170885437
2023-12-22,Headset,Armazenamento,Norte,Carla Dias,4383,17,3402.7539846515574
2024-08-11,Headset,Informática,Oeste,Ana Silva,727,3,3921.6382211712444
2023-10-22,Headset,Periféricos,Leste,Eva Santos,8157,1,2109.8418453732925
2025-12-05,SSD,Informática,Leste,Ana Silva,377,29,4266.0356940218
2023-01-17,Webcam,Informática,Oeste,Diego Lima,2478,19,2383.0721982370324
2023-12-26,Webcam,Periféricos,Oeste,Ana Silva,2881,29,5525.0165750109745
2025-05-15,Webcam,Informática,Norte,Bruno Costa,9169,4,3804.684735489153
2024-11-30,Teclado,Periféricos,Sul,Ana Silva,580,23,3713.751077810762
2024-03-23,Webcam,Armazenamento,Leste,Ana Silva,9405,28,7870.448845779869
2025-05-05,Teclado,Informática,Sul,Ana Silva,1859,16,3188.163200457158
2023-12-31,Headset,Armazenamento,Sul,Carla Dias,5932,12,2949.379826109381
2024-11-05,Headset,Armazenamento,Oeste,Carla Dias,1384,21,2603.346620558623
2025-10-04,SSD,Informática,Sul,Diego Lima,8643,21,7166.413830128321
2024-04-11,Memória RAM,Periféricos,Norte,Bruno Costa,5355,13,4014.0527026975715
2024-02-18,Headset,Informática,Oeste,Ana Silva,1570,17,4832.114661646633
2024-08-08,Memória RAM,Armazenamento,Sul,Ana Silva,918,8,1512.0823536989685
2025-09-20,Memória RAM,Armazenamento,Oeste,Ana Silva,6184,13,4364.263491239021
2024-07-25,SSD,Periféricos,Norte,Ana Silva,9746,20,2255.2136875184274
2023-12-01,Mouse,Informática,Norte,Carla Dias,8785,26,5866.6444164019895
2023-02-06,Mouse,Armazenamento,Sul,Diego Lima,3254,5,6673.624522435666
2025-09-15,Headphone,Armazenamento,Oeste,Eva Santos,4505,18,5741.300681679719
2023-10-05,SSD,Armazenamento,Sul,Bruno Costa,3455,15,5863.533796860438
2025-07-04,Headphone,Periféricos,Sul,Ana Silva,1688,12,4138.799656626575
2024-04-28,Headphone,Armazenamento,Oeste,Diego Lima,1481,29,5719.975006166352
2024-12-31,Mouse,Armazenamento,Sul,Eva Santos,8318,17,3427.6805292246295
2023-07-11,SSD,Informática,Norte,Diego Lima,7089,25,5239.794095954535
2025-11-06,Mouse,Informática,Oeste,Carla Dias,8411,15,2131.590544154476
2024-06-07,Headphone,Armazenamento,Oeste,Eva Santos,5708,2,632.4755375111204
2025-07-06,SSD,Armazenamento,Oeste,Diego Lima,6094,6,3354.7082518459906
2024-02-05,Headphone,Informática,Oeste,Carla Dias,11777,17,3737.2829937814804
2025-06-04,Webcam,Periféricos,Sul,Diego Lima,7276,16,2110.7446928544246
2024-12-05,Memória RAM,Periféricos,Sul,Diego Lima,630,17,5843.459385785322
2023-01-22,SSD,Periféricos,Norte,Eva Santos,5413,25,662.5197934921313
2024-04-18,SSD,Periféricos,Leste,Carla Dias,4244,20,1844.1667290831735
2023-07-29,Memória RAM,Periféricos,Leste,Ana Silva,6317,9,6008.632570152725
2023-11-02,Headphone,Periféricos,Norte,Bruno Costa,11838,27,3542.024248020898
2024-12-04,Webcam,Periféricos,Leste,Eva Santos,2943,5,5665.846302391355
2024-11-17,Teclado,Periféricos,Norte,Carla Dias,3042,23,4574.488152046082
2023-10-12,Memória RAM,Informática,Sul,Diego Lima,1348,1,7609.644979979111
2024-12-16,Mouse,Periféricos,Oeste,Carla Dias,8161,6,4814.5429951648375
2025-02-01,Headphone,Periféricos,Oeste,Bruno Costa,2522,24,197.76227681651605
2025-08-05,Memória RAM,Periféricos,Sul,Bruno Costa,2042,14,2874.7886159943255
2024-01-16,Memória RAM,Armazenamento,Oeste,Ana Silva,5940,17,1213.0406030612849
2024-04-04,SSD,Informática,Oeste,Ana Silva,2033,25,7403.0987265738095
2025-10-27,Mouse,Informática,Leste,Bruno Costa,5617,19,903.7786379378362
2023-01-29,Mouse,Informática,Sul,Eva Santos,947,1,3150.6367719982127
2025-06-25,Mouse,Periféricos,Leste,Eva Santos,8359,1,1870.705613523402
2025-11-22,Memória RAM,Periféricos,Leste,Diego Lima,8385,13,6786.038163942128
2025-05-28,Teclado,Armazenamento,Oeste,Ana Silva,304,14,2523.8466609042225
2023-03-20,Headset,Informática,Oeste,Diego Lima,5112,27,7935.796386489748
2025-08-04,Headphone,Periféricos,Sul,Ana Silva,11790,6,385.84351644902705
2024-04-03,Headset,Informática,Oeste,Bruno Costa,4230,27,1095.9520379035216
2024-07-23,Memória RAM,Armazenamento,Oeste,Eva Santos,8200,6,1859.1391093185443
2025-01-07,Headset,Armazenamento,Sul,Eva Santos,6097,1,6503.959838385263
2024-05-30,Memória RAM,Armazenamento,Oeste,Bruno Costa,9767,14,7037.8562957870045
2024-02-01,Headset,Informática,Leste,Diego Lima,4470,3,645.894934426625
2023-02-08,Mouse,Periféricos,Sul,Diego Lima,11981,23,337.08432275722913
2025-06-05,Webcam,Periféricos,Oeste,Carla Dias,2042,10,5976.890308268268
2025-03-07,Mouse,Armazenamento,Norte,Ana Silva,9239,19,1136.1478934886186
2023-06-06,Mouse,Periféricos,Sul,Diego Lima,3574,19,1133.3488096311423
2025-06-02,SSD,Armazenamento,Sul,Bruno Costa,9600,19,257.14295319587984
2025-08-31,SSD,Informática,Norte,Diego Lima,2165,28,474.4783904607012
2025-11-11,Headset,Armazenamento,Oeste,Eva Santos,6823,23,2168.309632076274
2025-04-28,Memória RAM,Informática,Oeste,Ana Silva,6182,4,594.8434761335859
2025-01-17,Mouse,Armazenamento,Sul,Carla Dias,4983,20,3001.5224059414627
2025-09-15,Headset,Periféricos,Sul,Ana Silva,10044,19,6675.5782473206045
2023-01-21,SSD,Periféricos,Oeste,Eva Santos,9215,10,2664.456437987014
2023-10-30,Webcam,Armazenamento,Oeste,Eva Santos,715,27,5844.446567628624
2025-05-18,Headphone,Periféricos,Leste,Eva Santos,7562,25,823.7669214617583
2023-03-25,Headset,Periféricos,Sul,Eva Santos,2168,2,5302.251484362383
2024-07-23,Webcam,Periféricos,Sul,Bruno Costa,10227,4,2588.637691398885
2025-07-22,Headphone,Informática,Norte,Carla Dias,10465,24,6018.042799280542
2025-10-05,Teclado,Periféricos,Leste,Eva Santos,2464,6,1159.1159513265445
2025-03-03,Headset,Informática,Oeste,Eva Santos,4562,7,7191.236351894697
2025-03-02,Headset,Armazenamento,Leste,Diego Lima,4033,16,2001.211446951658
2024-05-06,Teclado,Periféricos,Oeste,Carla Dias,11534,29,2876.8513227869175
2023-07-27,Teclado,Periféricos,Oeste,Ana Silva,10201,7,7605.43122967889
2025-12-19,Headset,Periféricos,Leste,Carla Dias,8366,18,4661.580289068403
2024-03-05,Teclado,Armazenamento,Sul,Carla Dias,11845,20,2976.910430187134
2025-09-11,Mouse,Informática,Oeste,Carla Dias,6889,26,7600.849004506363
2024-06-03,Headphone,Informática,Leste,Eva Santos,9479,26,2686.2931417690534
2024-08-13,Headphone,Periféricos,Norte,Eva Santos,8052,22,831.3760443874238
